Connect;ВСЬОГО;ТЯЖКІ ТА О.ТЯЖКІ;ВБИВСТВО;УМИСНЕ ТЯЖ ТІЛ УШКОДЖЕННЯ;ТЯЖ ТІЛ УШКОДЖ ЗІ СМЕРТ. НАСЛ.;ЗГВАЛТУВАННЯ;КРАДІЖКА;ГРАБІЖ;РОЗБІЙ;ВИМАГАННЯ;ШАХРАЙСТВО;ЗАВОЛОД Т/З;ХУЛІГАНСТВО
Киев УЛ. ГРЕЧКО МАРШАЛА 14;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ГРЕЧКО МАРШАЛА 18;5;1;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ГРЕЧКО МАРШАЛА 20;7;3;0;0;0;0;1;4;0;0;1;0;0
Киев УЛ. ГРЕЧКО МАРШАЛА 22;3;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГРЕЧКО МАРШАЛА 24;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГРЕЧКО МАРШАЛА 26;3;0;0;0;0;0;1;0;0;0;0;0;1
Киев УЛ. ГРЕЧКО МАРШАЛА 34;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ГРЕЧКО МАРШАЛА 8А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ДЕГТЯРЕВСКАЯ 60-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДЕКАБРИСТОВ 12/22;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДЕКАБРИСТОВ 12/34;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДЕКАБРИСТОВ 12/37;12;2;0;0;0;0;7;2;0;0;3;0;0
Киев УЛ. ДЕПУТАТСКАЯ 17/15;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 11-В;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 12/7;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 23-Д;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 25-А;7;1;0;0;0;0;0;0;0;0;3;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 25/1;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 28-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 35/5;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 43/1;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 43/2;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 43/4;3;2;0;0;0;0;2;0;0;0;1;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 43/5;2;2;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 43/6;3;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 43/8;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 43/9;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 49-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 49-Г;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ДЕХТЯРЕВСКАЯ 53-А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ДМИТРИЕВСКАЯ 13-А;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ДМИТРИЕВСКАЯ 17-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДМИТРИЕВСКАЯ 21/4;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДМИТРИЕВСКАЯ 23-Б;1;0;0;0;0;0;0;0;0;0;0;0;1
Киев УЛ. ДМИТРИЕВСКАЯ 9/11;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ДНЕПРОВОДСКАЯ 100;4;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ДОБРОСОСЕДСКАЯ 17;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ДОВБУША ОЛЕКСЫ 18;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДОВБУША ОЛЕКСЫ 22;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ДОВБУША ОЛЕКСЫ 32;2;0;0;0;0;0;0;0;0;0;2;0;0
Киев УЛ. ДОВБУША ОЛЕКСЫ 33;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДОВБУША ОЛЕКСЫ 35;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДОВБУША ОЛЕКСЫ 37;6;3;0;0;0;0;3;0;0;0;1;0;0
Киев УЛ. ДОВБУША ОЛЕКСЫ 39;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДОКУЧАЕВСКАЯ 18-А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ДОНЦА МИХАИЛА 13Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДОНЦА МИХАИЛА 14Б;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ДОНЦА МИХАИЛА 18Б;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ДОНЦА МИХАИЛА 19А;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ДОНЦА МИХАИЛА 23А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДОНЦА МИХАИЛА 23Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДОРОГОЖИЦКАЯ 11/8;4;0;0;0;0;0;0;0;0;0;4;0;0
Киев УЛ. ДОРОГОЖИЦКАЯ 15-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДОРОГОЖИЦКАЯ 16-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДРАГОМАНОВА 12/37;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДРАГОМАНОВА 13/10;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ДРАГОМАНОВА 33/44;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ДРУЖБЫ НАРОДОВ 25;3;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДРУЖБЫ НАРОДОВ 32;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДРУЖБЫ НАРОДОВ7 0;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ДУБИНИНА ВОЛОДИ 0;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДУБОВОГО ИВАНА 12;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДУБОВОГО ИВАНА 18;2;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ДУБОВОГО ИВАНА 24;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ДУБОВОГО ИВАНА 37;6;3;0;0;0;0;4;1;0;0;1;0;0
Киев УЛ. ДУБОВОГО ИВАНА 41;4;0;0;0;0;0;3;0;0;0;1;0;0
Киев УЛ. ДУБОВОГО ИВАНА 45;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ДУБОВОГО ИВАНА 47;2;0;0;0;0;0;1;0;0;0;0;1;0
Киев УЛ. ЕРЕВАНСКАЯ 25 К.1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЖЕЛЕЗНОДОРОЖНАЯ 1;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЖЕЛЕЗНОДОРОЖНАЯ 9;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЖИТКОВА БОРИСА 5А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 10;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 15;4;1;0;0;0;0;1;2;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 17;3;1;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 19;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 20;4;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 21;2;0;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 22;3;2;1;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 23;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 24;5;0;0;0;0;0;1;1;0;0;3;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 25;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 27;4;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 28;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 29;8;0;0;0;0;0;1;0;0;0;6;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 2А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 30;6;2;0;0;0;0;2;1;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 32;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 33;5;1;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 35;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 37;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 39;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 41;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 45;8;2;0;0;0;0;2;1;0;0;1;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 47;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 49;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 51;3;2;0;0;0;0;2;0;0;0;0;1;0
Киев УЛ. ЖУКОВА МАРШАЛА 53;4;2;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. ЖУКОВА МАРШАЛА 89;1;1;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЗАЛОМОВА ПЕТРА 15;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЗАМКОВЕЦКАЯ 102-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗАНЬКОВЕЦКОЙ 15/4;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗАПОРОЖЦА ПЕТРА 0;5;0;0;0;0;0;5;0;0;0;0;0;0
Киев УЛ. ЗАПОРОЖЦА ПЕТРА 1;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗАПОРОЖЦА ПЕТРА 2;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЗАПОРОЖЦА ПЕТРА 3;1;0;0;0;0;0;0;0;0;0;0;1;0
Киев УЛ. ЗАПОРОЖЦА ПЕТРА 4;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЗАПОРОЖЦА ПЕТРА 5;3;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЗАПОРОЖЦА ПЕТРА 6;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗАПОРОЖЦА ПЕТРА 7;5;2;0;0;0;0;4;0;0;0;0;0;0
Киев УЛ. ЗАПОРОЖЦА ПЕТРА 8;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ЗАПОРОЖЦА ПЕТРА 9;6;2;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЗАХАРОВСКАЯ 3/1-Б;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗДОЛБУНОВСКАЯ 11А;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗДОЛБУНОВСКАЯ 11Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗДОЛБУНОВСКАЯ 3-А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЗДОЛБУНОВСКАЯ 3-Б;2;2;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЗДОЛБУНОВСКАЯ 3-Г;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗДОЛБУНОВСКАЯ 7-А;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЗДОЛБУНОВСКАЯ 7-Б;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ЗДОЛБУНОВСКАЯ 9-Б;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗЛАТОПОЛЬСКАЯ 4-К;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗЛАТОУСТОВСКАЯ 10;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ЗЛАТОУСТОВСКАЯ 24;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗЛАТОУСТОВСКАЯ 27;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЗЛАТОУСТОВСКАЯ 32;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗЛАТОУСТОВСКАЯ 51;3;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. ЗООЛОГИЧЕСКАЯ 3-Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ЗООЛОГИЧЕСКАЯ 3-В;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ЗООЛОГИЧЕСКАЯ 4-Б;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. ЗООЛОГИЧЕСКАЯ 6-В;3;2;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. ИВАНОВА АНДРЕЯ 12;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ИВАНОВА АНДРЕЯ 17;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ИВАНОВА АНДРЕЯ 19;1;1;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ИВАНОВА АНДРЕЯ 21;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ИЖАКЕВИЧА ИВАНА 3;1;0;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ИЖАКЕВИЧА ИВАНА 4;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ИЖАКЕВИЧА ИВАНА 5;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ИЖАКЕВИЧА ИВАНА 6;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. ИЖАКЕВИЧА ИВАНА 9;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. ИНСТИТУТСКАЯ 11-А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ИНСТИТУТСКАЯ 15/5;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. ИНСТИТУТСКАЯ 24/7;3;0;0;0;0;0;2;0;0;0;1;0;0
Киев УЛ. ИНСТИТУТСКАЯ 27/6;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КАРТВЕЛИШВИЛИ 3 А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КАРТВЕЛИШВИЛИ 3-А;3;2;0;0;0;0;2;0;0;0;0;1;0
Киев УЛ. КАРТВЕЛИШВИЛИ 3-Б;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КАРТВЕЛИШВИЛИ 3-В;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. КАРТВЕЛИШВИЛИ 5-А;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КАРТВЕЛИШВИЛИ 7 Б;1;1;0;0;0;0;0;1;0;0;0;0;0
Киев УЛ. КАРТВЕЛИШВИЛИ 7/2;7;0;0;0;0;0;3;1;0;0;1;0;0
Киев УЛ. КАСИЯНА ВАСИЛИЯ 1;6;2;0;0;0;0;4;1;0;0;0;0;0
Киев УЛ. КАСИЯНА ВАСИЛИЯ 2;5;2;0;0;0;0;4;0;0;0;0;0;0
Киев УЛ. КАСИЯНА ВАСИЛИЯ 4;3;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. КАСИЯНА ВАСИЛИЯ 6;5;1;0;0;0;0;1;1;0;0;1;0;1
Киев УЛ. КИРОВОГРАДСКАЯ 21;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КИРОВОГРАДСКАЯ 36;1;0;0;0;0;0;0;0;0;0;0;1;0
Киев УЛ. КИРОВОГРАДСКАЯ 70;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КИРОВОГРАДСКАЯ 7А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КИРОВОГРАДСКАЯ 90;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КИСЛОВОДСКАЯ 69/6;2;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КИСЛОВОДСКАЯ 69/9;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КЛИМЕНКО ИВАНА 14;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КЛИМЕНКО ИВАНА 15;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КЛИМЕНКО ИВАНА 16;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КЛИМЕНКО ИВАНА 17;4;0;0;0;0;0;3;0;0;0;0;0;0
Киев УЛ. КЛИМЕНКО ИВАНА 21;2;0;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. КЛИМЕНКО ИВАНА 23;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КЛИМЕНКО ИВАНА 24;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КЛИМЕНКО ИВАНА 25;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КЛИМЕНКО ИВАНА 26;2;0;0;0;0;0;0;0;0;0;2;0;0
Киев УЛ. КЛИМЕНКО ИВАНА 27;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КЛИМЕНКО ИВАНА 28;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КЛИМЕНКО ИВАНА 37;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. КЛИМЕНКО ИВАНА 40;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КЛИНИЧЕСКАЯ 21/10;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КЛИНИЧЕСКАЯ 23/25;10;4;0;0;0;0;9;0;0;0;0;0;0
Киев УЛ. КНЯЖИЙ ЗАТОН 12-А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КНЯЖИЙ ЗАТОН 14-Б;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КНЯЖИЙ ЗАТОН 2/30;5;1;0;0;0;0;3;0;0;0;1;0;0
Киев УЛ. КОЗЯТИНСКАЯ 11/30;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КОМСОМОЛЬСКАЯ 143;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КОМСОМОЛЬСКАЯ 50А;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КОМСОМОЛЬСКАЯ 6-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КОНДРАТЮКА ЮРИЯ 1;5;3;0;0;0;0;1;0;0;0;2;0;0
Киев УЛ. КОНДРАТЮКА ЮРИЯ 2;8;1;0;0;0;0;5;1;0;0;0;1;0
Киев УЛ. КОНДРАТЮКА ЮРИЯ 4;3;2;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. КОНДРАТЮКА ЮРИЯ 6;4;0;0;0;0;0;2;0;0;0;1;0;0
Киев УЛ. КОНДРАТЮКА ЮРИЯ 7;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КОНДРАТЮКА ЮРИЯ 8;20;4;0;0;0;0;12;0;1;0;2;0;0
Киев УЛ. КОПЫЛОВСКАЯ 67/12;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. КОПЫЛОВСКАЯ 71/13;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КОРОЛЕНКОВСКАЯ, 4;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КОРСУНЬСКАЯ 17/32;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КОТОВСКОГО 9/27-А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КОШЕВОГО ОЛЕГА 15;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КОШЕВОГО ОЛЕГА 39;2;1;0;0;0;0;0;0;0;0;0;0;1
Киев УЛ. КОШЕВОГО ОЛЕГА 71;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КОШЕВОГО ОЛЕГА 79;2;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КРАМСКОГО ИВАНА 9;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. КРАСНОАРМЕЙСКАЯ 0;10;1;0;0;0;0;5;0;0;0;0;0;0
Киев УЛ. КРАСНОАРМЕЙСКАЯ 1;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОАРМЕЙСКАЯ 2;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. КРАСНОАРМЕЙСКАЯ 3;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОАРМЕЙСКАЯ 4;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. КРАСНОАРМЕЙСКАЯ 5;11;1;0;0;0;0;7;0;0;0;2;0;0
Киев УЛ. КРАСНОАРМЕЙСКАЯ 6;2;0;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. КРАСНОАРМЕЙСКИЙ 0;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОЗАВОДСКАЯ 5;1;1;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КРАСНОЗАВОДСКАЯ 7;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 10;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 11;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 14;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 17;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 18;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 34;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 35;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 48;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 4А;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 4Б;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 4В;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 51;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 57;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 64;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 6В;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 73;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 8Б;2;0;0;0;0;0;1;0;0;0;1;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 91;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 94;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КРАСНОЗВЕЗДНЫЙ 96;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КРАСНОЗНАМЕННАЯ *;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. КРАСНОЗНАМЕННАЯ 0;1;0;0;0;0;0;0;0;0;0;0;0;0
Киев УЛ. КРАСНОПОЛЬСКАЯ 10;3;2;0;0;0;0;1;1;0;0;0;0;0
Киев УЛ. КРАСНОПОЛЬСКАЯ 12;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОПОЛЬСКАЯ 15;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОПОЛЬСКАЯ 16;5;2;0;0;0;0;2;0;0;0;2;0;0
Киев УЛ. КРАСНОПОЛЬСКАЯ 21;4;1;0;0;0;0;2;0;0;0;1;0;0
Киев УЛ. КРАСНОПОЛЬСКАЯ 51;1;1;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОПОЛЬСКАЯ 72;1;0;0;0;0;0;0;0;0;0;1;0;0
Киев УЛ. КРАСНОТКАЦКАЯ 1-А;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОТКАЦКАЯ 42Д;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОФЛОТСКАЯ 21;2;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОФЛОТСКАЯ 24;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОФЛОТСКАЯ 26;2;1;0;0;0;0;2;0;0;0;0;0;0
Киев УЛ. КРАСНОФЛОТСКАЯ 40;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОФЛОТСКАЯ 42;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРАСНОФЛОТСКАЯ 60;1;1;0;0;0;0;0;0;0;0;0;1;0
Киев УЛ. КРАСНОФЛОТСКАЯ 88;1;0;0;0;0;0;1;0;0;0;0;0;0
Киев УЛ. КРЕЙСЕРА АВРОРА .;1;0;0;0;0;0;0;0;0;0;0;0;0
